report_school_year,aggregation_type,School,lea_beds,District,nrc_code,District_Desc,county_code,county_name,nyc_ind,boces_code,boces_name,subgroup_name,enrollment_count,graduation_count,graduation_percentage,regents_diploma_count,regents_diploma_percentage,advanced_regents_diploma_count,advanced_regents_diploma_percentage,ged_count,ged_percentage,dropout_count,dropout_percentage
2018-19,School,WEST BROOKLYN COMMUNITY HIGH SCHOOL,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,89,5,0.06,2,0.02,0,0,4,0.04,13,0.15
2018-19,School,KHALIL GIBRAN INTERNATIONAL ACADEMY,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,67,37,0.55,27,0.4,4,0.06,0,0,4,0.06
2018-19,School,BROOKLYN HIGH SCHOOL FOR THE ARTS,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,197,180,0.91,151,0.77,17,0.09,1,0.01,3,0.02
2018-19,School,SUNSET PARK HIGH SCHOOL,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,286,237,0.83,163,0.57,38,0.13,1,0,16,0.06
2018-19,School,MILLENNIUM BROOKLYN,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,159,157,0.99,49,0.31,108,0.68,0,0,1,0.01
2018-19,School,SOUTH BROOKLYN COMMUNITY HS FOR LEADERSHIP,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,63,7,0.11,5,0.08,0,0,1,0.02,9,0.14
2018-19,School,BROOKLYN PROSPECT CHARTER SCHOOL,3.31501E+11,BROOKLYN PROSPECT CHARTER SCHOOL-CSD 15,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,84,81,0.96,71,0.85,8,0.1,0,0,0,0
2018-19,School,SUMMIT ACADEMY CHARTER SCHOOL,3.31501E+11,SUMMIT ACADEMY CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,49,35,0.71,30,0.61,3,0.06,1,0.02,0,0
2018-19,School,NEW DAWN CHARTER HIGH SCHOOL,3.31501E+11,NEW DAWN CHARTER HIGH SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,85,23,0.27,21,0.25,0,0,1,0.01,3,0.04
2018-19,School,BOYS & GIRLS HIGH SCHOOL,3.316E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #16,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,87,67,0.77,53,0.61,3,0.03,1,0.01,5,0.06
2018-19,School,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,3.316E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #16,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,126,100,0.79,77,0.61,0,0,0,0,2,0.02
2018-19,School,GOTHAM PROFESSIONAL ARTS ACADEMY,3.316E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #16,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,RESEARCH AND SERVICE HIGH SCHOOL,3.316E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #16,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,141,41,0.29,30,0.21,0,0,3,0.02,16,0.11
2018-19,School,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,3.316E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #16,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,22,17,0.77,6,0.27,0,0,0,0,3,0.14
2018-19,School,NELSON MANDELA HIGH SCHOOL,3.316E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #16,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,66,54,0.82,39,0.59,0,0,1,0.02,4,0.06
2018-19,School,EXCELLENCE GIRLS CHARTER SCHOOL,3.31601E+11,EXCELLENCE GIRLS CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,93,86,0.92,82,0.88,0,0,1,0.01,0,0
2018-19,School,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,116,89,0.77,84,0.72,0,0,0,0,3,0.03
2018-19,School,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,62,50,0.81,40,0.65,3,0.05,0,0,9,0.15
2018-19,School,ACADEMY OF HOSPITALITY AND TOURISM,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,36,32,0.89,23,0.64,0,0,0,0,2,0.06
2018-19,School,W E B DUBOIS ACADEMIC HIGH SCHOOL,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,10,4,0.4,3,0.3,0,0,0,0,6,0.6
2018-19,School,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,104,59,0.57,52,0.5,0,0,0,0,14,0.13
2018-19,School,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,37,31,0.84,24,0.65,0,0,0,0,4,0.11
2018-19,School,THE SCHOOL FOR HUMAN RIGHTS,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,104,85,0.82,72,0.69,2,0.02,1,0.01,7,0.07
2018-19,School,SCHOOL FOR DEMOCRACY AND LEADERSHIP,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,98,81,0.83,60,0.61,3,0.03,1,0.01,10,0.1
2018-19,School,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,79,62,0.78,46,0.58,1,0.01,0,0,10,0.13
2018-19,School,SCIENCE  TECHNOLOGY & RESEARCH HIGH SCHOOL AT ERASMUS,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,90,90,1,64,0.71,25,0.28,0,0,0,0
2018-19,School,HIGH SSCHOOL FOR PUBLIC SERVICE-HEROES OF TOMORROW,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,105,92,0.88,65,0.62,19,0.18,0,0,1,0.01
2018-19,School,BROOKLYN HS FOR SCIENCE AND THE ENVIRONMENT,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,120,90,0.75,81,0.68,0,0,0,0,9,0.08
2018-19,School,BROOKLYN SCHOOL FOR MUSIC AND THEATER,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,66,53,0.8,35,0.53,1,0.02,1,0.02,8,0.12
2018-19,School,BROWNSVILLE DIPLOMA PLUS HIGH SCHOOL,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,72,19,0.26,14,0.19,0,0,1,0.01,8,0.11
2018-19,School,MEDGAR EVERS COLLEGE PREPERATORY SCHOOL,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,197,188,0.95,103,0.52,81,0.41,1,0.01,2,0.01
2018-19,School,CLARA BARTON VOCATIONAL HIGH SCHOOL,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,258,208,0.81,177,0.69,11,0.04,1,0,10,0.04
2018-19,School,BROOKLYN INSTITUTE FOR LIBERAL ARTS,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,84,78,0.93,69,0.82,0,0,0,0,2,0.02
2018-19,School,ACADEMY FOR HEALTH CAREERS,3.317E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #17,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,74,60,0.81,49,0.66,0,0,1,0.01,7,0.09
2018-19,School,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,3.31701E+11,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,88,85,0.97,79,0.9,0,0,0,0,0,0
2018-19,School,KIPP AMP CHARTER SCHOOL,3.31701E+11,KIPP ALWAYS MENTALLY PREPARED CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,34,34,1,16,0.47,16,0.47,0,0,0,0
2018-19,School,I.S. 285 MEYER LEVIN,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,IT TAKES A VILLAGE ACADEMY (ITAVA),3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,158,137,0.87,125,0.79,3,0.02,2,0.01,8,0.05
2018-19,School,BROOKLYN GENERATION SCHOOL,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,48,36,0.75,31,0.65,0,0,0,0,8,0.17
2018-19,School,BROOKLYN THEATRE ARTS HIGH SCHOOL,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,77,66,0.86,58,0.75,0,0,0,0,1,0.01
2018-19,School,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,89,67,0.75,67,0.75,0,0,2,0.02,3,0.03
2018-19,School,VICTORY COLLEGIATE HIGH SCHOOL,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,79,62,0.78,52,0.66,0,0,1,0.01,6,0.08
2018-19,School,BROOKLYN BRIDGE ACADEMY HIGH SHCOOL,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,85,13,0.15,11,0.13,0,0,4,0.05,13,0.15
2018-19,School,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,61,51,0.84,46,0.75,0,0,0,0,3,0.05
2018-19,School,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,80,57,0.71,50,0.63,1,0.01,1,0.01,12,0.15
2018-19,School,HIGH SCHOOL FOR MEDIAL PROFESSIONS,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,113,100,0.88,91,0.81,0,0,0,0,3,0.03
2018-19,School,OLYMPUS ACADEMY,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,96,28,0.29,25,0.26,0,0,10,0.1,12,0.13
2018-19,School,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,86,75,0.87,69,0.8,2,0.02,1,0.01,6,0.07
2018-19,School,URBAN ACTION ACADEMY,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,82,54,0.66,44,0.54,1,0.01,0,0,13,0.16
2018-19,School,EAST BROOKLYN COMMUNITY HIGH SCHOOL,3.318E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #18,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,92,23,0.25,7,0.08,0,0,1,0.01,25,0.27
2018-19,School,BROOKLYN ASCEND CHARTER SCHOOL,3.31801E+11,BROOKLYN ASCEND CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,63,59,0.94,54,0.86,5,0.08,0,0,0,0
2018-19,School,ACADEMY FOR YOUNG WRITERS,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,70,66,0.94,53,0.76,0,0,1,0.01,2,0.03
2018-19,School,EAST NEW YORK FAMILY ACADEMY,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,59,57,0.97,45,0.76,1,0.02,0,0,0,0
2018-19,School,SPRING CREEK COMMUNITY SCHOOL,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,65,62,0.95,54,0.83,0,0,0,0,2,0.03
2018-19,School,CAPTAIN VERNON A RICHARDS HIGH SCHOOL FOR FIRE AND LIFE SAFE,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,54,44,0.81,35,0.65,3,0.06,1,0.02,7,0.13
2018-19,School,HIGH SCHOOL FOR CIVIL RIGHTS,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,67,44,0.66,26,0.39,1,0.01,0,0,15,0.22
2018-19,School,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,92,86,0.93,69,0.75,0,0,0,0,5,0.05
2018-19,School,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,72,53,0.74,42,0.58,3,0.04,1,0.01,10,0.14
2018-19,School,MULTICULTURAL HIGH SCHOOL,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,63,51,0.81,37,0.59,1,0.02,0,0,6,0.1
2018-19,School,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,170,120,0.71,97,0.57,2,0.01,0,0,13,0.08
2018-19,School,ACADEMY OF INNOVATIVE TECHNOLOGY,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,90,86,0.96,65,0.72,7,0.08,0,0,3,0.03
2018-19,School,BROOKLYN LAB SCHOOL,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,75,53,0.71,25,0.33,0,0,1,0.01,15,0.2
2018-19,School,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,48,41,0.85,26,0.54,3,0.06,0,0,4,0.08
2018-19,School,WILLIAM H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,102,85,0.83,76,0.75,1,0.01,1,0.01,6,0.06
2018-19,School,SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS  WRITERS AND PE,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,73,51,0.7,36,0.49,2,0.03,0,0,15,0.21
2018-19,School,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,3.319E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #19,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,73,62,0.85,45,0.62,0,0,1,0.01,7,0.1
2018-19,School,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,3.31901E+11,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,78,69,0.88,69,0.88,0,0,1,0.01,0,0
2018-19,School,UFT CHARTER SCHOOL (THE),3.31901E+11,UFT CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,67,55,0.82,42,0.63,0,0,0,0,3,0.04
2018-19,School,NEW UTRECHT HIGH SCHOOL,3.32E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #20,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,873,678,0.78,379,0.43,262,0.3,6,0.01,80,0.09
2018-19,School,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY,3.32E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #20,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,291,265,0.91,165,0.57,83,0.29,0,0,12,0.04
2018-19,School,FORT HAMILTON HIGH SCHOOL,3.32E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #20,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,1111,883,0.79,543,0.49,301,0.27,6,0.01,91,0.08
2018-19,School,FRANKLIN D ROOSEVELT HIGH SCHOOL,3.32E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #20,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,826,566,0.69,423,0.51,93,0.11,7,0.01,101,0.12
2018-19,School,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,3.32E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #20,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,67,65,0.97,27,0.4,35,0.52,0,0,1,0.01
2018-19,School,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,92,57,0.62,55,0.6,0,0,0,0,14,0.15
2018-19,School,RACHEL CARSON HIGH SCHOOL OF COASTAL STUDIES,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,156,120,0.77,108,0.69,11,0.07,1,0.01,14,0.09
2018-19,School,HIGH SCHOOL OF SPORTS MANAGEMENT,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,50,35,0.7,27,0.54,2,0.04,0,0,0,0
2018-19,School,ABRAHAM LINCOLN HIGH SCHOOL,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,441,367,0.83,292,0.66,49,0.11,8,0.02,39,0.09
2018-19,School,KINGSBOROUGH EARLY COLLEGE SCHOOL,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,85,82,0.96,60,0.71,21,0.25,0,0,0,0
2018-19,School,EDWARD R MURROW HIGH SCHOOL,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,888,742,0.84,455,0.51,250,0.28,28,0.03,28,0.03
2018-19,School,JOHN DEWEY HIGH SCHOOL,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,609,483,0.79,331,0.54,107,0.18,3,0,52,0.09
2018-19,School,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,65,61,0.94,45,0.69,7,0.11,0,0,0,0
2018-19,School,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,82,71,0.87,70,0.85,0,0,0,0,1,0.01
2018-19,School,WILLIAM E GRADY CAREER AND TECHNICAL HIGH SCHOOL,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,83,62,0.75,36,0.43,5,0.06,1,0.01,15,0.18
2018-19,School,BROOKLYN STUDIO SCHOOL,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,173,137,0.79,94,0.54,26,0.15,0,0,11,0.06
2018-19,School,LIBERATION DIPLOMA PLUS HIGH SCHOOL,3.321E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #21,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,91,16,0.18,3,0.03,0,0,3,0.03,21,0.23
2018-19,School,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,3.32101E+11,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,72,65,0.9,58,0.81,4,0.06,1,0.01,1,0.01
2018-19,School,MIDWOOD HIGH SCHOOL,3.322E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #22,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,1000,939,0.94,299,0.3,607,0.61,1,0,18,0.02
2018-19,School,JAMES MADISON HIGH SCHOOL,3.322E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #22,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,878,715,0.81,461,0.53,223,0.25,6,0.01,63,0.07
2018-19,School,LEON M GOLDSTEIN HIGH SCHOOL-SCIENCES,3.322E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #22,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,235,228,0.97,39,0.17,180,0.77,0,0,1,0
2018-19,School,BROOKLYN COLLEGE ACADEMY,3.322E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #22,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,155,155,1,72,0.46,76,0.49,0,0,0,0
2018-19,School,ORIGINS HIGH SCHOOL,3.322E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #22,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,119,95,0.8,75,0.63,0,0,0,0,6,0.05
2018-19,School,PROFESSIONAL PATHWAYS HIGH SCHOOL,3.322E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #22,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,93,25,0.27,21,0.23,0,0,0,0,16,0.17
2018-19,School,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,3.32201E+11,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,80,69,0.86,59,0.74,3,0.04,1,0.01,2,0.03
2018-19,School,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCE MATH AND SCIENCE,3.32201E+11,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENC,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,105,97,0.92,69,0.66,28,0.27,0,0,0,0
2018-19,School,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,3.323E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #23,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,36,31,0.86,24,0.67,0,0,1,0.03,3,0.08
2018-19,School,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,3.323E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #23,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,61,48,0.79,35,0.57,1,0.02,0,0,6,0.1
2018-19,School,BROOKLYN DEMOCRACY ACADEMY,3.323E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #23,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,81,21,0.26,10,0.12,0,0,2,0.02,16,0.2
2018-19,School,EAGLE ACADEMY FOR YOUNG MEN II,3.323E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #23,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,80,72,0.9,55,0.69,7,0.09,0,0,3,0.04
2018-19,School,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,3.323E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #23,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,90,10,0.11,7,0.08,0,0,1,0.01,20,0.22
2018-19,School,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,3.323E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #23,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,89,13,0.15,10,0.11,0,0,1,0.01,27,0.3
2018-19,School,TEACHERS PREPARATORY HIGH SCHOOL,3.323E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #23,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,64,45,0.7,32,0.5,2,0.03,0,0,9,0.14
2018-19,School,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,3.32301E+11,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,FLATBUSH COLLEGIATE  CHARTER SCHOOL,3.32301E+11,BROWNSVILLE COLLEGIATE  CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
