report_school_year,aggregation_type,School,lea_beds,District,nrc_code,District_Desc,county_code,county_name,nyc_ind,boces_code,boces_name,subgroup_name,enrollment_count,graduation_count,graduation_percentage,regents_diploma_count,regents_diploma_percentage,advanced_regents_diploma_count,advanced_regents_diploma_percentage,ged_count,ged_percentage,dropout_count,dropout_percentage
2018-19,School,COLTON-PIERREPONT JUNIOR-SENIOR HIGH SCHOOL,5.10501E+11,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,5,Average Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,34,32,0.94,19,0.56,12,0.35,0,0,1,0.03
2018-19,School,GOUVERNEUR JUNIOR-SENIOR HIGH SCHOOL,5.11101E+11,GOUVERNEUR CENTRAL SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,105,83,0.79,52,0.5,23,0.22,0,0,12,0.11
2018-19,School,HAMMOND CENTRAL SCHOOL,5.11201E+11,HAMMOND CENTRAL SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,23,22,0.96,18,0.78,3,0.13,0,0,1,0.04
2018-19,School,HERMON-DEKALB CENTRAL SCHOOL,5.11301E+11,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,19,16,0.84,8,0.42,6,0.32,1,0.05,2,0.11
2018-19,School,LISBON CENTRAL SCHOOL,5.11602E+11,LISBON CENTRAL SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,37,37,1,24,0.65,13,0.35,0,0,0,0
2018-19,School,MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL,5.11901E+11,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,5,Average Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,57,54,0.95,27,0.47,23,0.4,1,0.02,2,0.04
2018-19,School,MASSENA SENIOR HIGH SCHOOL,5.12001E+11,MASSENA CENTRAL SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,199,165,0.83,99,0.5,57,0.29,2,0.01,19,0.1
2018-19,School,MORRISTOWN CENTRAL SCHOOL,5.12101E+11,MORRISTOWN CENTRAL SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,22,17,0.77,8,0.36,8,0.36,0,0,4,0.18
2018-19,School,NORWOOD -NORFOLK SCHOOL,5.12201E+11,NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,64,57,0.89,23,0.36,32,0.5,0,0,5,0.08
2018-19,School,OGDENSBURG FREE ACADEMY,5.123E+11,OGDENSBURG CITY SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,121,104,0.86,53,0.44,45,0.37,1,0.01,13,0.11
2018-19,School,HEUVELTON CENTRAL SCHOOL,5.12404E+11,HEUVELTON CENTRAL SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,53,50,0.94,23,0.43,23,0.43,1,0.02,1,0.02
2018-19,School,PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL,5.12501E+11,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,37,35,0.95,21,0.57,13,0.35,0,0,0,0
2018-19,School,POTSDAM SENIOR HIGH SCHOOL,5.12902E+11,POTSDAM CENTRAL SCHOOL DISTRICT,5,Average Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,96,83,0.86,36,0.38,41,0.43,0,0,5,0.05
2018-19,School,EDWARDS-KNOX JUNIOR-SENIOR HIGH SCHOOL,5.13102E+11,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,4,Rural High Needs,51,SAINT LAWRENCE,0,5190,SAINT LAWRENCE-LEWIS,All Students,36,28,0.78,15,0.42,12,0.33,0,0,4,0.11
2018-19,School,BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL,5.20101E+11,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,6,Low Needs,52,SARATOGA,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,248,238,0.96,86,0.35,145,0.58,0,0,5,0.02
2018-19,School,SHENENDEHOWA HIGH SCHOOL,5.20302E+11,SHENENDEHOWA CENTRAL SCHOOL DISTRICT,5,Average Needs,52,SARATOGA,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,806,766,0.95,173,0.21,570,0.71,0,0,12,0.01
2018-19,School,CORINTH HIGH SCHOOL,5.20401E+11,CORINTH CENTRAL SCHOOL DISTRICT,5,Average Needs,52,SARATOGA,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,93,80,0.86,41,0.44,32,0.34,0,0,8,0.09
2018-19,School,GALWAY HIGH SCHOOL,5.20701E+11,GALWAY CENTRAL SCHOOL DISTRICT,5,Average Needs,52,SARATOGA,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,60,57,0.95,17,0.28,35,0.58,0,0,3,0.05
2018-19,School,MECHANICVILLE HIGH SCHOOL,5.212E+11,MECHANICVILLE CITY SCHOOL DISTRICT,5,Average Needs,52,SARATOGA,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,107,88,0.82,53,0.5,31,0.29,1,0.01,16,0.15
2018-19,School,BALLSTON SPA SENIOR HIGH SCHOOL,5.21301E+11,BALLSTON SPA CENTRAL SCHOOL DISTRICT,5,Average Needs,52,SARATOGA,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,311,281,0.9,119,0.38,147,0.47,1,0,21,0.07
2018-19,School,SOUTH GLENS FALLS SENIOR HIGH SCHOOL,5.21401E+11,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,5,Average Needs,52,SARATOGA,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,232,201,0.87,89,0.38,97,0.42,6,0.03,14,0.06
2018-19,School,SCHUYLERVILLE JUNIOR-SENIOR HIGH SCHOOL,5.21701E+11,SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,5,Average Needs,52,SARATOGA,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,136,126,0.93,62,0.46,62,0.46,0,0,7,0.05
2018-19,School,SARATOGA SPRINGS HIGH SCHOOL,5.218E+11,THE ENLARGED CITY SCHOOL DISTRICT OF THE CITY OF SARATOGA SP,5,Average Needs,52,SARATOGA,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,550,515,0.94,182,0.33,316,0.57,0,0,18,0.03
2018-19,School,STILLWATER MIDDLE SCHOOL HIGH SCHOOL,5.22001E+11,STILLWATER CENTRAL SCHOOL DISTRICT,5,Average Needs,52,SARATOGA,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,84,75,0.89,33,0.39,38,0.45,0,0,5,0.06
2018-19,School,WATERFORD JUNIOR-SENIOR HIGH SCHOOL,5.22101E+11,WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT,5,Average Needs,52,SARATOGA,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,62,55,0.89,32,0.52,21,0.34,0,0,5,0.08
2018-19,School,DUANESBURG SENIOR HIGH SCHOOL,5.30101E+11,DUANESBURG CENTRAL SCHOOL DISTRICT,5,Average Needs,53,SCHENECTADY,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,62,60,0.97,29,0.47,27,0.44,0,0,1,0.02
2018-19,School,SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,5.30202E+11,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,5,Average Needs,53,SCHENECTADY,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,202,187,0.93,82,0.41,99,0.49,2,0.01,5,0.02
2018-19,School,NISKAYUNA HIGH SCHOOL,5.30301E+11,NISKAYUNA CENTRAL SCHOOL DISTRICT,6,Low Needs,53,SCHENECTADY,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,358,343,0.96,93,0.26,240,0.67,1,0,6,0.02
2018-19,School,SCHALMONT HIGH SCHOOL,5.30501E+11,SCHALMONT CENTRAL SCHOOL DISTRICT,5,Average Needs,53,SCHENECTADY,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,167,155,0.93,69,0.41,67,0.4,0,0,8,0.05
2018-19,School,MOHONASEN SENIOR HIGH SCHOOL,5.30515E+11,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,5,Average Needs,53,SCHENECTADY,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,214,186,0.87,96,0.45,75,0.35,3,0.01,15,0.07
2018-19,School,SCHENECTADY HIGH SCHOOL,5.306E+11,SCHENECTADY CITY SCHOOL DISTRICT,3,Urban-Suburban High Needs,53,SCHENECTADY,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,744,521,0.7,371,0.5,73,0.1,13,0.02,110,0.15
2018-19,School,GILBOA CONESVILLE CENTRAL SCHOOL,5.40801E+11,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,5,Average Needs,54,SCHOHARIE,0,1990,OTSEGO-DELAWARE-SCHOHARIE-GREENE,All Students,22,21,0.95,10,0.45,10,0.45,0,0,0,0
2018-19,School,JEFFERSON CENTRAL SCHOOL,5.40901E+11,JEFFERSON CENTRAL SCHOOL DISTRICT,4,Rural High Needs,54,SCHOHARIE,0,1990,OTSEGO-DELAWARE-SCHOHARIE-GREENE,All Students,21,1,0.05,1,0.05,0,0,0,0,1,0.05
2018-19,School,MIDDLEBURGH HIGH SCHOOL,5.41001E+11,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,5,Average Needs,54,SCHOHARIE,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,56,53,0.95,25,0.45,24,0.43,0,0,3,0.05
2018-19,School,COBLESKILL-RICHMONDVILLE HIGH SCHOOL,5.41102E+11,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,5,Average Needs,54,SCHOHARIE,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,132,118,0.89,64,0.48,46,0.35,0,0,6,0.05
2018-19,School,SCHOHARIE HIGH SCHOOL,5.41201E+11,SCHOHARIE CENTRAL SCHOOL DISTRICT,5,Average Needs,54,SCHOHARIE,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,72,58,0.81,39,0.54,12,0.17,0,0,7,0.1
2018-19,School,SHARON SPRINGS CENTRAL SCHOOL,5.41401E+11,SHARON SPRINGS CENTRAL SCHOOL DISTRICT,5,Average Needs,54,SCHOHARIE,0,190,ALBANY-SCHENECTADY-SCHOHARIE(CAPITAL REGION),All Students,11,9,0.82,5,0.45,2,0.18,0,0,1,0.09
2018-19,School,ODESSA-MONTOUR MIDDLE/HIGH SCHOOL,5.50101E+11,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,4,Rural High Needs,55,SCHUYLER,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,66,64,0.97,36,0.55,18,0.27,0,0,2,0.03
2018-19,School,WATKINS GLEN CENTRAL HIGH SCHOOL,5.50301E+11,WATKINS GLEN CENTRAL SCHOOL DISTRICT,5,Average Needs,55,SCHUYLER,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,87,81,0.93,58,0.67,18,0.21,0,0,3,0.03
2018-19,School,SOUTH SENECA HIGH SCHOOL,5.60501E+11,SOUTH SENECA CENTRAL SCHOOL DISTRICT,4,Rural High Needs,56,SENECA,0,6190,TOMPKINS-SENECA-TIOGA,All Students,57,48,0.84,35,0.61,11,0.19,2,0.04,1,0.02
2018-19,School,ROMULUS JUNIOR-SENIOR HIGH SCHOOL,5.60603E+11,ROMULUS CENTRAL SCHOOL DISTRICT,4,Rural High Needs,56,SENECA,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,28,23,0.82,14,0.5,7,0.25,0,0,4,0.14
2018-19,School,MYNDERSE ACADEMY,5.60701E+11,SENECA FALLS CENTRAL SCHOOL DISTRICT,5,Average Needs,56,SENECA,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,81,74,0.91,35,0.43,36,0.44,0,0,4,0.05
2018-19,School,WATERLOO HIGH SCHOOL,5.61006E+11,WATERLOO CENTRAL SCHOOL DISTRICT,4,Rural High Needs,56,SENECA,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,120,101,0.84,53,0.44,33,0.28,0,0,13,0.11
2018-19,School,ADDISON HIGH SCHOOL,5.70101E+11,ADDISON CENTRAL SCHOOL DISTRICT,4,Rural High Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,96,83,0.86,49,0.51,21,0.22,0,0,9,0.09
2018-19,School,AVOCA CENTRAL SCHOOL,5.70201E+11,AVOCA CENTRAL SCHOOL DISTRICT,4,Rural High Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,31,29,0.94,17,0.55,11,0.35,0,0,1,0.03
2018-19,School,HAVERLING SENIOR HIGH SCHOOL,5.70302E+11,BATH CENTRAL SCHOOL DISTRICT,4,Rural High Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,110,102,0.93,42,0.38,51,0.46,0,0,0,0
2018-19,School,BRADFORD CENTRAL SCHOOL,5.70401E+11,BRADFORD CENTRAL SCHOOL DISTRICT,4,Rural High Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,19,18,0.95,13,0.68,3,0.16,0,0,1,0.05
2018-19,School,CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL,5.70603E+11,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,4,Rural High Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,55,52,0.95,25,0.45,16,0.29,0,0,3,0.05
2018-19,School,CORNING-PAINTED POST EAST HIGH SCHOOL,5.71E+11,CORNING CITY SCHOOL DISTRICT,5,Average Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,386,312,0.81,128,0.33,162,0.42,0,0,33,0.09
2018-19,School,CORNING PAINTED POST ALTERNATIVE HIGH SCHOOL,5.71E+11,CORNING CITY SCHOOL DISTRICT,5,Average Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,13,7,0.54,7,0.54,0,0,0,0,3,0.23
2018-19,School,CANISTEO-GREENWOOD HIGH SCHOOL,5.71502E+11,CANISTEO-GREENWOOD CSD,4,Rural High Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,77,75,0.97,32,0.42,31,0.4,0,0,1,0.01
2018-19,School,HORNELL SENIOR HIGH SCHOOL,5.718E+11,HORNELL CITY SCHOOL DISTRICT,4,Rural High Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,106,95,0.9,50,0.47,36,0.34,0,0,6,0.06
2018-19,School,ARKPORT CENTRAL SCHOOL,5.71901E+11,ARKPORT CENTRAL SCHOOL DISTRICT,5,Average Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,29,27,0.93,14,0.48,12,0.41,0,0,2,0.07
2018-19,School,PRATTSBURGH CENTRAL SCHOOL,5.72301E+11,PRATTSBURGH CENTRAL SCHOOL DISTRICT,4,Rural High Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,20,19,0.95,7,0.35,12,0.6,0,0,1,0.05
2018-19,School,JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL,5.72702E+11,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,4,Rural High Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,39,38,0.97,24,0.62,10,0.26,0,0,0,0
2018-19,School,HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL,5.72901E+11,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,5,Average Needs,57,STEUBEN,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,28,24,0.86,12,0.43,12,0.43,0,0,1,0.04
2018-19,School,WAYLAND-COHOCTON HIGH SCHOOL,5.73002E+11,WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,4,Rural High Needs,57,STEUBEN,0,2490,LIVINGSTON-GENESEE-STEUBEN-WYOMING(GENESEE VALLEY),All Students,107,102,0.95,41,0.38,51,0.48,0,0,3,0.03
2018-19,School,BABYLON JUNIOR-SENIOR HIGH SCHOOL,5.80101E+11,BABYLON UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,136,130,0.96,35,0.26,91,0.67,2,0.01,0,0
2018-19,School,WEST BABYLON SENIOR HIGH SCHOOL,5.80102E+11,WEST BABYLON UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,316,285,0.9,136,0.43,135,0.43,0,0,12,0.04
2018-19,School,NORTH BABYLON HIGH SCHOOL,5.80103E+11,NORTH BABYLON UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,365,336,0.92,176,0.48,134,0.37,1,0,9,0.02
2018-19,School,LINDENHURST SENIOR HIGH SCHOOL,5.80104E+11,LINDENHURST UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,520,487,0.94,169,0.33,290,0.56,0,0,12,0.02
2018-19,School,WALTER G O'CONNELL COPIAGUE HIGH SCHOOL,5.80105E+11,COPIAGUE UNION FREE SCHOOL DISTRICT,3,Urban-Suburban High Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,410,384,0.94,229,0.56,127,0.31,3,0.01,16,0.04
2018-19,School,AMITYVILLE MEMORIAL HIGH SCHOOL,5.80106E+11,AMITYVILLE UNION FREE SCHOOL DISTRICT,3,Urban-Suburban High Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,232,182,0.78,123,0.53,30,0.13,0,0,16,0.07
2018-19,School,DEER PARK HIGH SCHOOL,5.80107E+11,DEER PARK UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,340,314,0.92,154,0.45,139,0.41,2,0.01,5,0.01
2018-19,School,WYANDANCH MEMORIAL HIGH SCHOOL,5.80109E+11,WYANDANCH UNION FREE SCHOOL DISTRICT,3,Urban-Suburban High Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,255,121,0.47,91,0.36,21,0.08,0,0,31,0.12
2018-19,School,WARD MELVILLE SENIOR HIGH SCHOOL,5.80201E+11,THREE VILLAGE CENTRAL SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,544,529,0.97,142,0.26,371,0.68,0,0,2,0
2018-19,School,PAUL J. GELINAS JUNIOR HIGH SCHOOL,5.80201E+11,THREE VILLAGE CENTRAL SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,COMSEWOGUE HIGH SCHOOL,5.80203E+11,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,333,296,0.89,138,0.41,144,0.43,0,0,19,0.06
2018-19,School,SACHEM HIGH SCHOOL NORTH,5.80205E+11,SACHEM CENTRAL SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,563,537,0.95,184,0.33,321,0.57,0,0,5,0.01
2018-19,School,SACHEM HIGH SCHOOL EAST,5.80205E+11,SACHEM CENTRAL SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,548,511,0.93,187,0.34,297,0.54,0,0,11,0.02
2018-19,School,EARL L VANDERMEULEN HIGH SCHOOL,5.80206E+11,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,97,94,0.97,19,0.2,75,0.77,0,0,0,0
2018-19,School,MOUNT SINAI HIGH SCHOOL,5.80207E+11,MOUNT SINAI UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,207,203,0.98,36,0.17,164,0.79,0,0,3,0.01
2018-19,School,MILLER PLACE HIGH SCHOOL,5.80208E+11,MILLER PLACE UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,203,198,0.98,62,0.31,124,0.61,0,0,1,0
2018-19,School,ROCKY POINT HIGH SCHOOL,5.80209E+11,ROCKY POINT UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,261,252,0.97,87,0.33,152,0.58,0,0,5,0.02
2018-19,School,NEWFIELD HIGH SCHOOL,5.80211E+11,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,363,338,0.93,162,0.45,162,0.45,0,0,10,0.03
2018-19,School,CENTEREACH HIGH SCHOOL,5.80211E+11,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,393,361,0.92,159,0.4,196,0.5,0,0,15,0.04
2018-19,School,LONGWOOD HIGH SCHOOL,5.80212E+11,LONGWOOD CENTRAL SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,702,617,0.88,313,0.45,259,0.37,0,0,33,0.05
2018-19,School,PATCHOGUE-MEDFORD HIGH SCHOOL,5.80224E+11,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,569,512,0.9,231,0.41,270,0.47,0,0,18,0.03
2018-19,School,WILLIAM FLOYD HIGH SCHOOL,5.80232E+11,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,669,593,0.89,340,0.51,187,0.28,0,0,47,0.07
2018-19,School,CENTER MORICHES HIGH SCHOOL,5.80233E+11,CENTER MORICHES UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,165,154,0.93,56,0.34,95,0.58,0,0,4,0.02
2018-19,School,BELLPORT SENIOR HIGH SCHOOL,5.80235E+11,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,345,293,0.85,155,0.45,119,0.34,0,0,22,0.06
2018-19,School,EAST HAMPTON HIGH SCHOOL,5.80301E+11,EAST HAMPTON UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,242,213,0.88,87,0.36,113,0.47,0,0,15,0.06
2018-19,School,PIERSON HIGH SCHOOL,5.80305E+11,SAG HARBOR UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,70,68,0.97,23,0.33,44,0.63,0,0,1,0.01
2018-19,School,ELWOOD/JOHN GLENN HIGH SCHOOL,5.80401E+11,ELWOOD UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,181,175,0.97,36,0.2,137,0.76,2,0.01,3,0.02
2018-19,School,COLD SPRING HARBOR HIGH SCHOOL,5.80402E+11,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,178,175,0.98,17,0.1,155,0.87,0,0,0,0
2018-19,School,HUNTINGTON HIGH SCHOOL,5.80403E+11,HUNTINGTON UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,319,300,0.94,132,0.41,146,0.46,1,0,1,0
2018-19,School,NORTHPORT SENIOR HIGH SCHOOL,5.80404E+11,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,490,470,0.96,75,0.15,387,0.79,0,0,4,0.01
2018-19,School,HALF HOLLOW HILLS HIGH SCHOOL EAST,5.80405E+11,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,429,413,0.96,83,0.19,318,0.74,0,0,5,0.01
2018-19,School,HALF HOLLOW HILLS HIGH SCHOOL WEST,5.80405E+11,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,319,296,0.93,62,0.19,224,0.7,0,0,1,0
2018-19,School,HARBORFIELDS HIGH SCHOOL,5.80406E+11,HARBORFIELDS CENTRAL SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,279,271,0.97,42,0.15,227,0.81,0,0,1,0
2018-19,School,COMMACK HIGH SCHOOL,5.8041E+11,COMMACK UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,556,549,0.99,120,0.22,420,0.76,0,0,2,0
2018-19,School,WALT WHITMAN HIGH SCHOOL,5.80413E+11,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,453,417,0.92,178,0.39,228,0.5,3,0.01,12,0.03
2018-19,School,BAY SHORE SENIOR HIGH SCHOOL,5.80501E+11,BAY SHORE UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,451,405,0.9,201,0.45,171,0.38,0,0,15,0.03
